experiment_id,dataset,task_type,target,model,model_type,generalization_gap,test_acc,validation_acc,train_acc,train_precision,validation_precision,test_precision,train_f1,validation_f1,test_f1
20260912_215716,baseline,classification,TP_SEXO,xgboost,xgboost_classifier,0.3661999999999943,0.620036,0.6208,0.623698,0.6058056039833162,0.6001175616979488,0.5982074724624774,0.5241468506127217,0.5197957774255344,0.5199743170441526
20260912_215716,dp_eps_0.1,classification,TP_SEXO,xgboost,xgboost_classifier,0.07739999999999414,0.601168,0.601196,0.601942,0.5901808818771245,0.5694697988401725,0.568100286212996,0.387324175422208,0.38574383449178223,0.38592025569811694
20260912_215716,dp_eps_0.5,classification,TP_SEXO,xgboost,xgboost_classifier,0.10900000000000354,0.601468,0.60104,0.602558,0.5967235989713752,0.5617101589115658,0.5715452553652068,0.3906967270154529,0.38823458388757737,0.3889483499603323
20260912_215716,dp_eps_1.0,classification,TP_SEXO,xgboost,xgboost_classifier,0.16800000000000148,0.601488,0.601424,0.603168,0.5893753044572982,0.5636670365041201,0.5643443064594602,0.39848764988013097,0.39586548608952943,0.39627840895765226
20260912_215716,dp_eps_2.0,classification,TP_SEXO,xgboost,xgboost_classifier,0.22240000000000038,0.602892,0.603,0.605116,0.5843949647717983,0.5697479238790749,0.5685717910561494,0.42090585642254436,0.4169726985450621,0.417721430309811
